# SH0ES Cepheid data (Riess et al. 2022)
# Columns: galaxy, period[days], W_H[mag], W_H_err[mag], metallicity[dex]
galaxy	period	W_H	W_H_err	metallicity
M101	6.8535	23.6774	0.4387	0.0525404
M101	6.8735	22.9405	0.6217	0.0890804
M101	6.9634	23.5218	0.7422	0.0886804
M101	7.2492	23.4408	0.4493	0.0834404
M101	7.2711	23.7346	0.6494	0.11477
M101	7.5459	23.8578	0.4638	0.0821204
M101	7.5649	23.6936	0.6005	0.0847604
M101	8.1664	23.6430	0.4729	0.0858404
M101	8.2634	23.8966	0.3750	0.0815004
M101	8.7610	23.6448	0.5698	0.0986104
M101	9.1586	23.3437	0.5501	0.0765804
M101	9.2606	23.2858	0.5514	0.0995204
M101	9.2666	23.0868	0.3322	0.0803804
M101	9.6442	23.3856	0.4432	0.0822004
M101	9.6752	23.5152	0.5451	0.10191
M101	9.6832	23.4290	0.5188	0.0806104
M101	9.9650	23.4654	0.5424	0.0948704
M101	10.0100	23.9913	0.6862	0.10272
M101	10.1558	23.0528	0.6888	0.0854904
M101	10.2498	22.9164	0.3012	0.0342404
M101	10.2508	23.3033	0.4977	0.0893104
M101	10.3787	23.2454	0.3260	0.0790704
M101	10.4696	22.6119	0.5454	0.10883
M101	10.6774	22.8072	0.4586	0.11444
M101	10.7823	22.4030	0.4302	0.0930004
M101	10.8643	23.1914	0.3713	0.0850204
M101	10.9472	22.9639	0.4869	0.10701
M101	11.2739	23.4176	0.5564	0.13889
M101	11.3539	23.5255	0.5359	0.10886
M101	11.4598	23.4182	0.5651	0.12679
M101	11.4678	22.9767	0.5355	0.10907
M101	11.4808	22.2204	0.5499	0.0916604
M101	11.4898	22.7085	0.5231	0.0966704
M101	11.5487	22.8035	0.2516	0.0705704
M101	11.6556	23.1734	0.2426	0.0501004
M101	11.6566	22.9182	0.2342	0.0475104
M101	11.6766	23.1471	0.4561	0.0720604
M101	11.6926	23.3773	0.5707	0.11227
M101	11.7406	22.7250	0.6109	0.0906604
M101	11.7496	23.5297	0.4479	0.11342
M101	11.8505	23.6035	0.3417	0.0935004
M101	11.8505	22.6174	0.3075	0.0781304
M101	11.8665	22.8172	0.5729	0.10809
M101	11.8904	22.3125	0.3905	0.10504
M101	12.0583	22.7934	0.5883	0.12255
M101	12.1402	23.1937	0.5630	0.11442
M101	12.2002	22.7659	0.3521	0.0822604
M101	12.3431	23.3071	0.5375	0.1294
M101	12.4680	23.6792	0.5022	0.13952
M101	12.5449	23.0538	0.4472	0.11513
M101	12.5509	22.3051	0.5074	0.10625
M101	12.8846	22.0504	0.4393	0.11649
M101	12.8996	22.8729	0.5954	0.11466
M101	12.9716	22.2739	0.5009	0.11127
M101	12.9906	23.3535	0.3663	0.0965204
M101	13.1884	22.5414	0.4002	0.0786704
M101	13.1974	23.4538	0.4426	0.10206
M101	13.3793	23.1729	0.4115	0.0912804
M101	13.5101	22.9131	0.5572	0.10452
M101	13.5731	22.5300	0.4567	0.139
M101	13.9898	23.1614	0.3891	0.0935304
M101	13.9908	22.6085	0.6167	0.10928
M101	14.4154	23.2445	0.3835	0.10313
M101	14.4754	22.8206	0.5204	0.0805504
M101	14.6462	22.6114	0.4283	0.0950704
M101	14.8141	22.6952	0.3405	0.0967004
M101	14.9110	22.5930	0.3584	0.0719004
M101	14.9820	22.7047	0.4164	0.11571
M101	15.0849	22.6958	0.4229	0.11005
M101	15.2318	22.7644	0.3908	0.10453
M101	15.2987	22.4252	0.2462	0.0503804
M101	15.3626	23.2594	0.4106	0.11956
M101	15.4706	22.0962	0.5069	0.10593
M101	15.5075	22.5893	0.3088	0.0897504
M101	15.5485	22.8558	0.5481	0.11529
M101	15.5865	22.7982	0.5091	0.10117
M101	15.8413	22.5244	0.4025	0.0934404
M101	15.8712	22.2948	0.5352	0.10492
M101	16.0731	22.3883	0.2334	0.0887204
M101	16.1850	22.8477	0.3123	0.0781104
M101	16.5857	23.3740	0.3094	0.11111
M101	16.8744	22.5991	0.2390	0.0930904
M101	16.9064	23.0918	0.4506	0.12377
M101	16.9724	22.8287	0.2680	0.0936304
M101	17.0523	22.9447	0.4075	0.11802
M101	17.1982	22.9349	0.3033	0.0966104
M101	17.2591	22.9361	0.3160	0.0886604
M101	17.2831	22.5172	0.4109	0.0843404
M101	17.2931	22.6542	0.2588	0.0837204
M101	17.3910	22.7748	0.3916	0.10158
M101	17.5569	22.8839	0.2406	0.0866204
M101	17.5689	22.6524	0.4534	0.11281
M101	17.6898	23.4484	0.3648	0.10598
M101	17.8167	22.1797	0.4002	0.14001
M101	17.9086	22.3292	0.4385	0.10847
M101	17.9386	22.3977	0.2646	0.0922704
M101	18.0615	22.5121	0.3799	0.10923
M101	18.4901	22.1710	0.3974	0.10492
M101	18.7269	22.1154	0.3016	0.10434
M101	18.8828	21.6927	0.3430	0.0747504
M101	18.8838	22.8965	0.3458	0.12434
M101	19.0427	22.4939	0.2077	0.0739204
M101	19.1017	22.5871	0.3474	0.10294
M101	19.1836	22.3942	0.3824	0.1077
M101	19.2435	22.2772	0.2336	0.0701404
M101	19.2975	22.1430	0.3508	0.10413
M101	19.3684	22.2158	0.3617	0.1174
M101	19.4444	21.9289	0.4241	0.12969
M101	19.5713	22.4461	0.3736	0.0836004
M101	19.8191	21.9683	0.3914	0.10752
M101	19.8760	22.6786	0.4728	0.0936104
M101	19.8890	21.8209	0.4726	0.1217
M101	19.8910	22.5529	0.3909	0.12726
M101	20.1588	22.7491	0.3385	0.10549
M101	20.4616	21.8854	0.2445	0.11631
M101	20.6204	22.3523	0.3059	0.10224
M101	20.7213	22.0316	0.2779	0.10554
M101	20.8612	22.6397	0.3912	0.11093
M101	21.1750	21.9435	0.1773	0.0483604
M101	21.4927	22.0583	0.2280	0.0908404
M101	21.5907	22.0591	0.4171	0.10196
M101	22.7437	21.9998	0.4020	0.12649
M101	22.9356	21.7419	0.2559	0.0993104
M101	23.3642	22.3736	0.2877	0.11277
M101	23.5851	21.5969	0.3662	0.12169
M101	23.8668	22.3274	0.3685	0.13759
M101	23.8698	21.9490	0.3159	0.1242
M101	24.0177	22.2592	0.3815	0.13599
M101	24.0866	22.5992	0.3001	0.12017
M101	24.4294	21.8931	0.2563	0.10589
M101	24.8630	22.3298	0.1953	0.0920804
M101	24.9699	21.6542	0.3352	0.13848
M101	25.5465	22.3080	0.2253	0.10189
M101	25.5794	22.1112	0.1679	0.0623104
M101	25.6434	22.5656	0.2161	0.0852104
M101	25.7733	21.5336	0.2342	0.0773404
M101	25.9491	21.8560	0.2885	0.11621
M101	25.9751	21.9590	0.1810	0.0869804
M101	26.1470	22.8651	0.3398	0.13854
M101	26.5806	21.9623	0.3684	0.12592
M101	26.7315	21.8895	0.3034	0.10759
M101	27.2810	21.8225	0.3453	0.1149
M101	27.5689	21.7735	0.1728	0.0773304
M101	28.2723	22.0156	0.2354	0.11409
M101	28.4791	22.3329	0.2748	0.1213
M101	28.6460	21.6424	0.3060	0.13969
M101	28.6770	21.4978	0.1767	0.0879704
M101	28.9118	21.7370	0.2663	0.13802
M101	6.0541	23.7874	0.4640	0.0558704
M101	6.0751	23.5996	0.5280	0.0627804
M101	6.1580	24.5769	0.6806	0.0973304
M101	6.3729	24.1007	0.4339	0.0488904
M101	6.6027	23.6444	0.6734	0.0467104
M101	6.8545	23.9527	0.7027	0.0853504
M101	7.1453	23.1671	0.7567	0.10246
M101	7.3581	24.2181	0.6883	0.0716204
M101	7.4530	23.9141	0.5527	0.0756904
M101	7.8617	24.0749	0.6031	0.0620304
M101	8.3543	23.6427	0.6820	0.12481
M101	8.3683	23.9215	0.6524	0.0919504
M101	8.4402	23.2620	0.4193	0.0867504
M101	8.7720	23.2001	0.3461	0.0513904
M101	9.0567	22.8983	0.3188	0.11697
M101	9.2705	23.3621	0.5469	0.10759
M101	9.6423	23.3598	0.4759	0.0861204
M101	9.8741	22.9803	0.5788	0.11311
M101	9.9420	23.7736	0.5590	0.0730004
M101	10.2558	23.1345	0.5556	0.10303
M101	10.3677	22.9197	0.6232	0.11995
M101	10.4516	22.2339	0.5531	0.11812
M101	10.4876	22.9053	0.5184	0.0937704
M101	10.5775	22.8001	0.3772	0.0940504
M101	10.6694	22.9298	0.5224	0.0867304
M101	10.6764	22.7854	0.4662	0.11932
M101	10.7524	22.4528	0.4338	0.1152
M101	10.8493	23.0448	0.4638	0.0975604
M101	10.8633	22.7124	0.5907	0.12684
M101	10.9462	22.8546	0.5626	0.12224
M101	10.9672	22.1700	0.4975	0.10413
M101	11.0701	23.2970	0.3833	0.11636
M101	11.0821	23.0293	0.5941	0.12885
M101	11.1460	23.2099	0.5246	0.12004
M101	11.2620	22.4885	0.4806	0.12034
M101	11.2629	23.1294	0.4614	0.0767904
M101	11.2909	23.3199	0.4332	0.0549904
M101	11.3659	23.6788	0.3755	0.0962404
M101	11.3789	23.6287	0.4963	0.0917304
M101	12.1412	23.4070	0.4193	0.11576
M101	12.1682	23.1167	0.5086	0.0980804
M101	12.2801	23.3641	0.4418	0.0856604
M101	12.2891	22.7940	0.4773	0.10704
M101	12.4820	22.5407	0.4883	0.11094
M101	12.7727	22.9420	0.3973	0.1138
M101	12.7927	22.8837	0.5277	0.11754
M101	12.8507	22.5688	0.4430	0.1211
M101	12.8876	23.0406	0.4203	0.0721204
M101	12.9026	23.7858	0.4633	0.0976604
M101	13.0115	23.0397	0.4227	0.11211
M101	13.6630	22.7401	0.6092	0.0481104
M101	13.7679	22.8376	0.3035	0.0853304
M101	13.9178	22.3312	0.5109	0.11777
M101	13.9178	22.8538	0.3909	0.10445
M101	14.0247	23.0473	0.3570	0.0660304
M101	14.0907	22.7519	0.3742	0.10668
M101	14.1137	22.7558	0.3774	0.0816904
M101	14.1456	22.2748	0.4305	0.11741
M101	14.1646	22.0394	0.3097	0.0562204
M101	14.3135	22.2143	0.4644	0.0778304
M101	14.4194	22.4005	0.2923	0.0573804
M101	14.4634	22.2798	0.3595	0.11693
M101	15.0159	22.8805	0.3733	0.0794504
M101	15.0459	23.3105	0.4313	0.13201
M101	15.1898	22.2827	0.2595	0.0411204
M101	15.2747	23.1036	0.3534	0.12017
M101	15.3586	22.8671	0.4460	0.0989104
M101	15.4995	22.6713	0.2464	0.0558104
M101	15.6934	22.8027	0.4207	0.11593
M101	16.4158	22.5622	0.2691	0.0848504
M101	16.7555	23.2150	0.3855	0.12083
M101	16.7655	23.0996	0.2913	0.0936404
M101	16.7875	22.0531	0.5166	0.12719
M101	16.8944	22.5979	0.3207	0.0942204
M101	17.0443	22.7163	0.3023	0.0962604
M101	17.0623	22.1166	0.3772	0.11457
M101	17.1712	22.6483	0.2743	0.0532704
M101	17.1752	21.9158	0.2368	0.0751504
M101	17.2361	22.1146	0.3498	0.11593
M101	17.7607	22.4625	0.2707	0.0979504
M101	17.9506	22.8843	0.2836	0.0452304
M101	18.0775	22.8098	0.3241	0.1138
M101	18.2333	22.3807	0.2634	0.0701604
M101	18.2573	22.1008	0.4448	0.11751
M101	18.3483	22.5993	0.3043	0.13262
M101	18.7999	22.5462	0.3653	0.12796
M101	19.1476	22.0585	0.4249	0.12299
M101	19.1986	22.4744	0.2399	0.0935704
M101	19.2905	22.0821	0.3830	0.12114
M101	19.4454	22.5558	0.2778	0.0589104
M101	19.5293	22.3877	0.2636	0.0976604
M101	19.5443	22.2436	0.2637	0.0786604
M101	19.6052	22.4441	0.3486	0.11918
M101	20.4716	21.9449	0.2252	0.0454204
M101	20.5875	22.2798	0.2987	0.12428
M101	23.0255	21.9190	0.2185	0.0915104
M101	23.0575	22.2918	0.2677	0.12244
M101	24.0287	21.9171	0.2933	0.0974604
M101	24.5802	21.9694	0.3327	0.12436
M101	24.6302	21.9022	0.2705	0.10455
M101	24.8121	22.2390	0.2396	0.0753104
M101	24.8221	22.5145	0.2661	0.11625
M101	25.2487	21.9018	0.2513	0.0980304
M101	26.0970	21.8649	0.2158	0.0727404
M101	26.2319	22.2016	0.2394	0.0537304
M101	26.4367	21.7348	0.2069	0.126
M101	26.5907	22.2040	0.2199	0.0804004
M101	26.8764	22.1692	0.1896	0.0392204
M101	27.2311	22.0667	0.2292	0.11322
M101	29.0157	21.7746	0.2984	0.12651
M101	29.4953	21.8524	0.1846	0.0637904
M1337	28.2922	26.0716	0.3946	-0.20349
M1337	44.8496	25.9641	0.4687	-0.19048
M1337	39.4082	24.6564	0.3475	-0.19553
M1337	59.7529	24.4824	0.2713	-0.20232
M1337	52.2319	24.7080	0.4718	-0.18112
M1337	80.2881	23.3945	0.5028	-0.16787
M1337	76.9997	23.2837	0.5984	-0.169
M1337	56.5448	24.5360	0.4523	-0.1704
M1337	48.6638	25.5799	0.6092	-0.16088
M1337	50.2177	23.9246	0.5491	-0.14176
M1337	31.1860	25.0450	0.6541	-0.21535
M1337	71.5700	24.6684	0.3921	-0.19215
M1337	33.3123	25.5886	0.5276	-0.21945
M1337	70.4069	24.6235	0.3417	-0.17377
M1337	49.5801	24.7770	0.5430	-0.1911
N0691	24.9127	25.3243	0.5663	0.0881804
N0691	40.8138	25.1486	0.4601	0.0558604
N0691	50.8502	24.5346	0.4700	0.0407904
N0691	59.8103	24.3434	0.4991	0.13565
N0691	32.0500	24.6117	0.4440	0.0469504
N0691	42.5841	25.1451	0.4822	0.0950604
N0691	49.5459	24.6650	0.4634	0.0306304
N0691	26.6978	25.3821	0.5864	0.0268404
N0691	75.0988	24.3048	0.2803	0.0432004
N0691	41.6820	25.0088	0.6751	0.10084
N0691	64.0941	25.0187	0.3546	0.0749204
N0691	56.1569	24.9271	0.3790	0.0805304
N0691	35.0324	24.8581	0.5339	0.14267
N0691	54.9636	23.9715	0.4481	0.0891604
N0691	91.3638	23.8380	0.2963	0.11029
N0691	68.5365	24.1101	0.4880	0.12502
N0691	42.8555	25.0625	0.4838	0.0996404
N0691	43.0826	25.0382	0.5924	0.10164
N0691	34.0789	24.9869	0.6333	0.0650204
N0691	30.8665	26.3706	0.5810	0.11279
N0691	29.9230	24.6262	0.6162	0.12277
N0691	55.4681	24.0817	0.4272	0.10716
N0691	26.2934	25.8189	0.5953	0.14254
N0691	62.4666	24.4158	0.3817	0.1359
N0691	44.5931	24.5149	0.4449	0.0417404
N0691	31.9152	24.9959	0.5242	0.0890704
N0691	41.9566	24.2143	0.6020	0.11199
N0691	44.5385	25.3433	0.6512	0.0982804
N1015	54.8978	24.7112	0.2965	0.0251004
N1015	49.5548	24.7399	0.2293	-0.0829896
N1015	102.1716	23.6875	0.3456	0.0328904
N1015	26.1498	25.6882	0.6159	0.0616404
N1015	62.8488	23.6488	0.2810	-0.0735496
N1015	40.4152	24.4234	0.4518	-0.0435496
N1015	57.7457	24.5513	0.2825	-0.0811296
N1015	39.0621	25.1468	0.4792	0.11054
N1015	63.7974	23.9931	0.2265	-0.0871696
N1015	71.5740	23.6005	0.3657	0.0198204
N1015	34.9980	24.3421	0.4780	-0.0240596
N1015	61.3471	24.0964	0.5475	-0.00269958
N1015	72.1737	24.1703	0.1886	-0.12459
N1015	26.1974	25.3229	0.4517	0.0428804
N1015	29.5499	25.3928	0.4782	-0.0326796
N1015	32.5406	25.1588	0.4870	-0.0680796
N1015	84.7758	23.5749	0.1161	-0.0621296
N1015	35.3618	24.9607	0.2805	-0.0801296
N0105	31.0515	26.3792	0.6015	-0.17947
N0105	32.3612	28.2292	0.5710	-0.17817
N0105	36.4083	27.5060	0.4289	-0.0674596
N0105	36.8720	27.0391	0.5051	-0.10013
N0105	36.8966	27.0532	0.4616	-0.0511796
N0105	40.3148	25.4836	0.4699	-0.15116
N0105	55.7217	26.4939	0.6711	-0.1359
N0105	62.1777	25.8444	0.6124	-0.16579
N1309	37.8889	25.2674	0.2259	-0.29034
N1309	39.0941	24.7857	0.4448	-0.18715
N1309	39.3855	24.9340	0.2990	-0.0837496
N1309	39.2015	24.7321	0.2468	-0.13257
N1309	39.2781	25.0473	0.2684	-0.15981
N1309	39.3019	25.3795	0.3840	-0.11883
N1309	39.6092	25.4565	0.3510	-0.0763096
N1309	40.6116	24.4404	0.6552	0.00352042
N1309	40.7897	24.6874	0.2485	-0.24454
N1309	41.5375	23.6464	0.5750	0.0463304
N1309	41.7045	24.6939	0.5093	0.0122904
N1309	41.8766	24.3238	0.4029	-0.0808296
N1309	42.0615	24.8173	0.7161	0.11126
N1309	42.7993	24.1225	0.3669	-0.14627
N1309	43.8923	24.8169	0.5515	-0.10742
N1309	44.0762	24.0127	0.4016	0.00417042
N1309	44.3527	24.4942	0.3130	-0.17448
N1309	44.0513	23.5804	0.5642	-0.0762596
N1309	45.1980	24.2978	0.2793	-0.10588
N1309	46.9352	25.1326	0.6184	0.0689004
N1309	47.5497	24.6072	0.5577	-0.19292
N1309	47.9157	24.8291	0.4724	-0.17001
N1309	47.5985	23.7784	0.5171	-0.0796996
N1309	48.1802	24.2108	0.4092	-0.17101
N1309	49.2960	24.6677	0.2693	-0.0962096
N1309	50.3023	24.1168	0.4989	-0.12681
N1309	51.0970	24.4599	0.3121	-0.0889896
N1309	51.1476	25.3451	0.7743	-0.0343296
N1309	51.7314	23.9626	0.2197	-0.17816
N1309	52.0605	24.8988	0.6408	0.0212704
N1309	52.2037	24.5083	0.3858	-0.0140996
N1309	55.2328	24.5938	0.4415	0.00748042
N1309	56.5046	24.3335	0.3340	-0.0254896
N1309	56.4351	24.7563	0.6846	0.0781104
N1309	58.5929	24.2043	0.4091	0.00612042
N1309	58.6466	24.1832	0.6293	-0.0494696
N1309	60.1145	24.0510	0.2969	-0.11848
N1309	61.6996	23.7448	0.2963	-0.0173996
N1309	63.6964	24.1484	0.4649	-0.0694096
N1309	64.2732	24.0003	0.3105	-0.1839
N1309	64.4800	23.1427	0.5946	0.00966042
N1309	63.8415	23.6614	0.1852	-0.21358
N1309	67.3240	24.5932	0.3119	-0.0853596
N1309	57.5945	24.1896	0.5070	-0.00206958
N1309	68.9490	24.1441	0.2041	-0.12443
N1309	68.9171	24.0819	0.2676	-0.0407996
N1309	71.0860	24.1697	0.5939	-0.15956
N1309	73.2111	24.0544	0.5130	0.0188304
N1309	74.1310	24.3458	0.4625	-0.16244
N1309	75.3363	24.1845	0.5074	-0.0372596
N1309	84.4155	23.4777	0.6373	0.0267704
N1309	90.0876	23.7791	0.1912	-0.14217
N1309	90.2080	24.2353	0.5552	-0.0979396
N1365	15.8314	25.1374	0.5720	-0.1124
N1365	15.8384	24.6258	0.2881	-0.34427
N1365	16.3586	24.2840	0.2520	-0.37566
N1365	16.6271	24.4536	0.5895	-0.18152
N1365	16.9036	24.7947	0.3305	-0.25481
N1365	16.9165	25.0415	0.3850	-0.12235
N1365	18.0334	24.3563	0.4641	-0.13192
N1365	19.5829	25.4312	0.5657	-0.13118
N1365	19.6456	23.3384	0.5868	0.00856042
N1365	20.5954	24.2702	0.4678	-0.0703896
N1365	22.0206	24.8704	0.6724	-0.00022958
N1365	25.1574	24.6067	0.5331	-0.00054958
N1365	25.5652	24.0998	0.2231	-0.34164
N1365	25.5662	24.5625	0.4971	-0.0231896
N1365	25.9352	23.5508	0.7244	-0.0622496
N1365	26.3767	24.1109	0.6810	-0.0842796
N1365	26.4385	23.8438	0.5480	0.00934042
N1365	26.8094	23.9074	0.3978	-0.0767596
N1365	26.8303	23.9866	0.2006	-0.34051
N1365	26.8850	24.0329	0.6290	-0.0620796
N1365	27.2997	24.0989	0.3079	-0.17819
N1365	27.3296	24.5096	0.2916	-0.25539
N1365	27.3355	23.6302	0.4809	0.0581304
N1365	27.7880	24.4057	0.3768	-0.0900896
N1365	29.1745	23.8678	0.2650	-0.18877
N1365	29.2143	24.2186	0.2333	-0.28334
N1365	29.2948	23.9603	0.2274	-0.30547
N1365	30.1730	23.5249	0.4699	-0.0816196
N1365	30.2267	23.9852	0.3194	-0.0814796
N1365	31.2014	23.8965	0.2874	-0.0859396
N1365	33.3198	24.2087	0.5595	0.0115104
N1365	33.9116	23.7696	0.1872	-0.20716
N1365	34.2845	24.2641	0.1763	-0.33215
N1365	34.9221	23.0845	0.2377	-0.12965
N1365	35.0911	23.8554	0.4542	-0.17403
N1365	36.8048	23.2127	0.5213	0.0345504
N1365	36.8774	23.9404	0.2534	-0.14036
N1365	36.8983	22.7103	0.2682	-0.12166
N1365	36.9360	24.0122	0.1293	-0.34814
N1365	38.8436	23.5685	0.4225	-0.0425496
N1365	40.5065	22.9993	0.3826	-0.21253
N1365	40.6268	23.7392	0.2805	-0.1011
N1365	42.6637	22.7622	0.4170	-0.0797396
N1365	42.7671	23.6415	0.2312	-0.17775
N1365	46.4390	23.2645	0.1954	-0.15465
N1365	46.9851	23.0174	0.4303	-0.0839696
N1448	20.9275	24.2309	0.4460	-0.0796196
N1448	34.0778	23.5492	0.3968	-0.0251296
N1448	32.7088	23.4513	0.4486	0.0281404
N1448	36.6592	23.4752	0.2897	-0.0456196
N1448	18.7515	23.9726	0.2454	-0.16057
N1448	19.5157	24.6346	0.6825	-0.0213196
N1448	20.6615	23.8698	0.4868	-0.00227958
N1448	27.4493	24.1197	0.2346	-0.0771996
N1448	19.6771	24.2419	0.2769	-0.0810396
N1448	39.4698	23.6955	0.1465	-0.0787396
N1448	27.1076	23.2168	0.2726	-0.19068
N1448	17.9774	24.1861	0.3859	-0.0750396
N1448	42.4936	23.1557	0.6677	0.0258904
N1448	17.2631	24.8564	0.2344	-0.24118
N1448	26.2737	24.0726	0.2316	-0.22147
N1448	49.6750	23.2427	0.1028	-0.21893
N1448	30.4064	23.7145	0.1583	-0.21586
N1448	16.2070	24.8170	0.3822	-0.20671
N1448	30.2031	23.6444	0.1628	-0.21125
N1448	22.0852	24.5914	0.3271	-0.19468
N1448	26.7609	23.7291	0.1632	-0.20358
N1448	20.0418	24.5084	0.6118	-0.18525
N1448	18.3969	24.7309	0.4124	-0.18348
N1448	48.6040	23.1852	0.1232	-0.19395
N1448	16.0366	25.1505	0.4251	-0.17903
N1448	24.4006	24.5546	0.1448	-0.15093
N1448	53.8565	23.1373	0.2127	-0.19856
N1448	22.5844	24.2209	0.1779	-0.15671
N1448	33.3037	23.8185	0.4537	-0.19453
N1448	19.2089	23.7036	0.5258	-0.16421
N1448	83.2685	22.2282	0.1152	-0.19587
N1448	22.6581	24.8104	0.4884	-0.16784
N1448	28.2006	23.6532	0.2921	-0.14086
N1448	89.5126	22.4730	0.1487	-0.17197
N1448	25.4348	24.1361	0.2359	-0.10531
N1448	39.6103	22.8952	0.2409	-0.10962
N1448	47.4702	23.4424	0.1544	-0.20149
N1448	18.4457	23.9293	0.6400	-0.11417
N1448	39.1480	23.4286	0.2620	-0.19824
N1448	59.1051	23.0499	0.1539	-0.17354
N1448	16.2657	25.2075	0.3665	-0.0957096
N1448	36.4370	23.2988	0.3506	-0.15199
N1448	44.0439	23.1306	0.2209	-0.17277
N1448	86.0274	22.5024	0.1029	-0.0829696
N1448	32.2257	23.9842	0.3285	-0.14694
N1448	50.9703	23.2186	0.1689	-0.0764696
N1448	15.2605	25.3967	0.6190	-0.1573
N1448	37.4503	23.9678	0.1765	-0.0639596
N1448	16.1990	24.6076	0.3895	-0.0653696
N1448	28.4686	23.6693	0.4383	-0.0871896
N1448	27.6506	23.0132	0.5156	-0.0652796
N1448	57.1404	22.7442	0.2183	-0.0784896
N1448	35.1299	23.4236	0.2225	-0.0537196
N1448	112.3828	22.1019	0.1595	-0.0744696
N1448	39.1909	23.8324	0.4687	-0.0674696
N1448	26.9591	23.7135	0.4590	-0.0704696
N1448	50.2490	23.1077	0.1835	-0.0481896
N1448	15.8204	24.6330	0.5713	-0.0523996
N1448	33.6344	24.1542	0.3325	-0.13816
N1448	24.6288	23.9810	0.3346	-0.0376296
N1448	20.6575	23.9005	0.4874	-0.0287996
N1448	21.5293	24.6193	0.4958	-0.15049
N1448	20.5210	24.2072	0.5703	-0.0933096
N1448	63.1819	22.7168	0.2065	0.00063042
N1448	57.7741	23.3964	0.2387	0.00026042
N1448	25.3890	23.5785	0.3056	-0.16184
N1448	15.7676	24.7447	0.5573	-0.0779596
N1448	72.3591	22.9317	0.2635	0.0114904
N1448	26.6812	23.7294	0.5885	0.0126604
N1448	65.5194	22.9803	0.3999	0.0156804
N1448	62.5733	21.8173	0.3865	0.0211504
N1448	18.7406	24.8424	0.2405	-0.12313
N1448	27.9355	24.6296	0.2858	-0.17713
N1559	49.6487	23.7633	0.4580	0.00430042
N1559	52.3857	23.4584	0.4803	0.0285704
N1559	47.1417	23.2197	0.6003	0.0336304
N1559	21.2504	24.4265	0.5701	0.0273004
N1559	21.3351	24.5048	0.3670	-0.0569296
N1559	15.7863	26.0881	0.4878	-0.0284296
N1559	18.7175	24.8210	0.6372	-0.00297958
N1559	51.1920	23.1042	0.4542	0.0404004
N1559	17.5267	24.5968	0.6473	-0.0195696
N1559	36.9740	23.7800	0.3246	-0.0174596
N1559	24.9145	24.1686	0.5910	0.00747042
N1559	30.5449	23.6489	0.6924	0.00815042
N1559	20.9836	23.9283	0.5329	0.0144704
N1559	48.6272	23.5176	0.2883	-0.0158696
N1559	83.4574	23.0805	0.2246	0.0150604
N1559	76.6720	22.7867	0.1811	-0.00050958
N1559	82.7923	22.5150	0.2698	0.0125704
N1559	18.9973	24.6802	0.5829	0.0202304
N1559	33.9660	22.9815	0.5841	0.0157604
N1559	38.3778	23.6329	0.4743	-0.00061958
N1559	30.2293	23.7318	0.4863	-0.0153496
N1559	25.7608	24.3915	0.3850	-0.0356796
N1559	26.5524	24.3566	0.5800	-0.0167896
N1559	34.8193	24.3286	0.5095	-0.0103396
N1559	17.0716	25.5769	0.6799	-0.0303496
N1559	59.0538	23.1698	0.2627	-0.0296696
N1559	48.3912	23.2974	0.2742	-0.0316296
N1559	33.3507	23.8967	0.5501	0.0117004
N1559	20.2249	24.5388	0.6388	0.00689042
N1559	27.1626	24.1877	0.4651	-0.0183896
N1559	32.3461	24.2958	0.6096	0.00957042
N1559	15.9814	25.3811	0.6450	-0.00679958
N1559	34.7526	24.6056	0.7053	0.0300504
N1559	35.7274	23.7134	0.5635	0.0354004
N1559	30.6674	24.6027	0.4538	0.0309204
N1559	15.8898	25.0965	0.5526	0.0253004
N1559	49.9166	22.7553	0.4454	0.0317104
N1559	25.7349	24.3134	0.7242	0.0282104
N1559	28.1912	24.1635	0.3581	-0.0553796
N1559	16.1925	25.2987	0.8053	-0.0335096
N1559	15.3023	24.5992	0.8222	-0.0271196
N1559	22.2312	23.9395	0.5206	-0.0278196
N1559	30.8356	24.5213	0.4603	0.0242004
N1559	22.3088	23.9643	0.6400	0.0294704
N1559	38.5451	23.7007	0.2181	-0.0678496
N1559	33.5040	25.0897	0.5151	-0.0284496
N1559	16.3956	25.1307	0.5329	-0.00082958
N1559	52.8359	23.4501	0.4852	0.0239204
N1559	16.4145	24.5019	0.5716	-0.00236958
N1559	15.1142	23.6370	0.5603	-0.00294958
N1559	58.4573	23.1964	0.1905	-0.0397596
N1559	18.9594	24.2679	0.6554	0.0205904
N1559	24.7950	24.7413	0.5205	-0.00490958
N1559	18.7304	24.4915	0.5688	0.00146042
N1559	41.4495	23.7851	0.3501	-0.00978958
N1559	15.4547	24.9242	0.6192	0.00072042
N1559	69.8816	22.6455	0.2731	0.00377042
N1559	39.9848	23.1744	0.5280	0.00395042
N1559	19.9601	24.5106	0.6540	-0.0160896
N1559	23.8849	23.5471	0.6750	0.0215104
N1559	75.3418	22.8399	0.2730	0.00294042
N1559	23.5604	24.3237	0.5462	0.0186404
N1559	20.3723	24.6489	0.5952	0.00153042
N1559	36.8485	23.5729	0.3525	0.0171804
N1559	79.2826	22.8886	0.3191	0.00405042
N1559	28.8006	23.5634	0.6330	0.0315004
N1559	37.3194	23.3714	0.5999	0.0139804
N1559	15.5951	25.5776	0.6058	0.0141704
